Колымское;Сватай;0,000;0,000;18,066
Колымское;Среднеколымск;0,000;1,260;15,670
Колымское;Сылгы-Ытар;0,000;0,000;19,116
Колымское;Эбях;0,000;0,000;20,600
Налимск;Алеко-Кюёль;0,000;0,000;7,300
Налимск;Билибино;0,000;0,000;31,050
Налимск;Ойусардах;0,000;0,000;6,266
Налимск;Сватай;0,000;0,000;4,308
Налимск;Сылгы-Ытар;0,000;0,000;3,612
Налимск;Эбях;0,000;0,000;6,838
Нижнеколымск;Алеко-Кюёль;0,000;0,000;27,100
Нижнеколымск;Андрюшкино;0,000;0,000;14,224
Нижнеколымск;Аргахтах;0,000;0,000;17,736
Нижнеколымск;Билибино;0,000;0,000;10,324
Нижнеколымск;Две Виски;0,000;0,000;0,000
Нижнеколымск;Ермолово;0,000;0,000;0,000
Нижнеколымск;Колымское;0,000;0,000;6,130
Нижнеколымск;Михалкино;0,000;0,000;0,000
Нижнеколымск;Налимск;0,000;0,000;21,566
Нижнеколымск;Ойусардах;0,000;0,000;27,800
Нижнеколымск;Походск;0,000;0,000;0,000
Нижнеколымск;Сватай;0,000;0,000;24,100
Нижнеколымск;Среднеколымск;0,000;0,000;22,216
Нижнеколымск;Сылгы-Ытар;0,000;0,000;25,150
Нижнеколымск;Эбях;0,000;0,000;26,634
Ойусардах;Алеко-Кюёль;0,000;0,000;13,534
Ойусардах;Билибино;0,000;0,000;37,266
Ойусардах;Сватай;0,000;0,000;10,542
Ойусардах;Сылгы-Ытар;0,000;0,000;2,300
Ойусардах;Эбях;0,000;0,000;13,066
Омолон;Алеко-Кюёль;0,000;0,000;54,266
Омолон;Андрюшкино;0,000;0,000;41,400
Омолон;Аргахтах;0,000;0,000;44,866
Омолон;Билибино;0,000;0,000;17,750
Омолон;Колымское;0,000;0,000;33,284
Омолон;Налимск;0,000;0,000;48,734
Омолон;Нижнеколымск;0,000;0,000;28,016
Омолон;Ойусардах;0,000;0,000;54,966
Омолон;Сватай;0,000;0,000;51,266
Омолон;Среднеколымск;0,000;0,000;49,366
Омолон;Сылгы-Ытар;0,000;0,000;52,300
Омолон;Черский;0,000;0,000;27,034
Омолон;Эбях;0,000;0,000;53,800
Островное;Алеко-Кюёль;0,000;0,000;33,784
Островное;Андрюшкино;0,000;0,000;20,900
Островное;Аргахтах;0,000;0,000;24,400
Островное;Билибино;4,430;0,000;0,000
Островное;Колымское;0,000;0,000;12,808
Островное;Налимск;0,000;0,000;28,250
Островное;Нижнеколымск;0,000;0,000;7,534
Островное;Ойусардах;0,000;0,000;34,500
Островное;Омолон;0,000;0,000;23,266
Островное;Сватай;0,000;0,000;30,784
Островное;Среднеколымск;0,000;0,000;28,884
Островное;Сылгы-Ытар;0,000;0,000;31,834
Островное;Черский;0,000;0,000;6,558
Островное;Эбях;0,000;0,000;33,316
Сватай;Билибино;0,000;0,000;33,584
Среднеколымск;Алеко-Кюёль;0,000;0,785;7,938
Среднеколымск;Аргахтах;0,000;0,545;4,554
Среднеколымск;Берёзовка;0,000;0,645;5,000
Среднеколымск;Билибино;0,000;0,000;31,684
Среднеколымск;Налимск;0,000;0,000;0,674
Среднеколымск;Ойусардах;0,000;0,505;4,930
Среднеколымск;Сватай;0,000;0,525;4,930
Среднеколымск;Сылгы-Ытар;0,000;0,322;2,990
Среднеколымск;Хатынгнах;0,000;0,236;2,000
Среднеколымск;Эбях;0,000;0,810;7,000
Среднеколымск;Якутск;0,000;0,000;63,330
Сылгы-Ытар;Алеко-Кюёль;0,000;0,000;10,876
Сылгы-Ытар;Билибино;0,000;0,000;34,634
Сылгы-Ытар;Сватай;0,000;0,000;7,884
Сылгы-Ытар;Эбях;0,000;0,000;10,416
Черский;Алеко-Кюёль;0,000;0,000;27,484
Черский;Андрюшкино;0,000;1,395;14,608
Черский;Аргахтах;0,000;0,000;18,100
Черский;Билибино;0,000;0,000;9,350
Черский;Две Виски;0,000;0,000;0,000
Черский;Ермолово;0,000;0,000;0,000
Черский;Колымское;0,000;0,530;6,512
Черский;Михалкино;0,000;0,000;0,000
Черский;Налимск;0,000;0,000;21,950
Черский;Нижнеколымск;0,000;0,000;1,576
Черский;Ойусардах;0,000;0,000;28,184
Черский;Походск;0,000;0,198;0,000
Черский;Сватай;0,000;0,000;24,484
Черский;Среднеколымск;0,000;1,000;22,584
Черский;Сылгы-Ытар;0,000;0,000;25,534
Черский;Эбях;0,000;0,000;27,016
Черский;Якутск;0,000;5,750;0,000
Эбях;Алеко-Кюёль;0,000;0,000;6,876
Эбях;Билибино;0,000;0,000;36,066
Эбях;Сватай;0,000;0,000;2,510
